Deg_Kart_No;Yas;Kart_Grubu;Etkinlik_Adi;Satıs_Dönemi;Bilet_Adedi;Birim_Bilet_Fiyati;Toplam_Bilet_Fiyati;Indirimli_Birim_Fiyat;Indirim_Kaybi;Net_Satis_Geliri;Odeme_Tipi;Satis_Kanalı
1000027189;35;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000026847;27;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000026772;78;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Ana Gişe  
1000026629;54;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Ana Gişe  
1000026579;43;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Ana Gişe  
1000026571;61;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Ana Gişe  
1000026132;33;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000026102;28;CC;E;On Satis;1;45;45;45;0;45;Kart;Internet
1000026016;50;CC;E;On Satis;1;45;45;45;0;45;Kart;Internet
1000025963;41;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000025938;45;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000025863;29;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000025830;30;CC;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000025809;24;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000025805;35;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000025799;43;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000026391;31;CC;E;On Satis;1;45;45;45;0;45;Kart;Internet
1000026383;22;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000026381;31;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000026367;27;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000026267;35;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000026219;23;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000026147;30;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000025973;23;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000019109;83;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000017878;69;CC;E;On Satis;1;45;45;45;0;45;Kart;Internet
1000011074;74;CC;E;On Satis;1;45;45;45;0;45;Kart;Internet
1000008241;78;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000034623;72;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000004304;85;CC;E;On Satis;2;45;90;45;0;90;Kart;Internet
1000004085;25;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000001988;25;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000001017;70;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000000452;77;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000033944;23;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000033144;71;CC;A;On Satis;2;675;1350;540;270;1080;Kart;Internet  
1000033025;23;CC;A;On Satis;2;562.5;1125;450;225;900;Kart;Internet  
1000032772;23;CC;A;On Satis;2;675;1350;540;270;1080;Kart;Internet  
1000032748;22;CC;A;On Satis;2;937.5;1875;750;375;1500;Kart;Internet  
1000032741;68;CC;A;On Satis;2;937.5;1875;750;375;1500;Kart;Internet  
1000031873;74;CC;A;On Satis;2;675;1350;540;270;1080;Kart;Internet  
1000031105;24;CC;A;On Satis;2;562.5;1125;450;225;900;Kart;Internet  
1000030692;25;CC;A;On Satis;2;675;1350;540;270;1080;Kart;Internet  
1000030586;25;CC;A;On Satis;2;937.5;1875;750;375;1500;Kart;Internet  
1000030535;22;CC;A;On Satis;2;937.5;1875;750;375;1500;Kart;Internet  
1000030276;22;CC;B;On Satis;1;937.5;937.5;750;187.5;750;Kart;Internet  
1000030243;26;CC;D;Genel Satis;1;1125;1125;900;225;900;Kart;Ana Gişe  
1000030164;20;CC;D;Genel Satis;1;675;675;540;135;540;Kart;Ana Gişe  
1000029566;26;CC;B;On Satis;1;937.5;937.5;750;187.5;750;Kart;Internet  
1000029541;21;CC;D;Genel Satis;1;1125;1125;900;225;900;Kart;Ana Gişe  
1000029540;24;CC;D;Genel Satis;1;675;675;540;135;540;Kart;Ana Gişe  
1000029448;23;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000029444;26;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000029333;23;CC;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000029316;30;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000029303;23;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000029295;21;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000029271;22;CC;D;Genel Satis;1;450;450;360;90;360;Kart;Ana Gişe
1000029240;21;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000029090;25;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000028981;20;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000027790;10;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000027703;23;CC;D;Genel Satis;1;562.5;562.5;450;112.5;450;Kart;Ana Gişe
1000027565;22;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000027495;22;CC;D;Genel Satis;1;562.5;562.5;450;112.5;450;Kart;Ana Gişe
1000027451;22;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000027390;23;CC;D;Genel Satis;1;675;675;540;135;540;Kart;Ana Gişe
1000027204;24;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000027165;24;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000026152;24;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000026084;23;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000026021;23;CC;D;Genel Satis;1;450;450;360;90;360;Kart;Ana Gişe
1000025994;17;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000025942;19;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000025655;21;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000001651;48;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000033367;34;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000030313;32;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000033387;36;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000029393;39;CC;D;Genel Satis;1;937.5;937.5;750;187.5;750;Kart;Ana Gişe
1000027944;32;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000027605;47;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000008728;35;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000006053;21;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000029660;31;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000029255;24;CC;E;On Satis;1;45;45;45;0;45;Kart;Ana Gişe
1000027555;34;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000032408;58;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Ana Gişe
1000031569;94;CC;G;Genel Satis;1;225;225;180;45;180;Kart;Ana Gişe  
1000031316;49;CC;G;Genel Satis;1;225;225;180;45;180;Kart;Ana Gişe  
1000029910;70;CC;A;Genel Satis;-1;-187.5;-187.5;-150;-37.5;-150;Kart;Ana Gişe  
1000027653;76;CC;A;Genel Satis;1;187.5;187.5;150;37.5;150;Kart;Ana Gişe  
1000022189;67;CC;G;Genel Satis;1;225;225;180;45;180;Kart;Ana Gişe  
1000021938;60;CC;G;Genel Satis;1;225;225;180;45;180;Kart;Ana Gişe  
1000021168;60;CC;A;Genel Satis;-1;-187.5;-187.5;-150;-37.5;-150;Kart;Ana Gişe  
1000025247;51;CC;A;Genel Satis;1;187.5;187.5;150;37.5;150;Kart;Ana Gişe  
1000023266;60;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000021031;54;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000018109;61;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000014832;80;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000012276;65;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000005684;56;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000033847;56;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000000124;28;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000032449;71;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000031626;53;CC;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000030990;64;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000030965;40;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000030951;54;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000030940;79;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000030918;66;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000030055;69;CC;A;On Satis;2;675;1350;540;270;1080;Kart;Internet  
1000028012;66;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000027525;85;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000023801;75;CC;A;On Satis;2;937.5;1875;750;375;1500;Kart;Internet  
1000023625;61;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000022508;61;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000020171;52;CC;A;On Satis;2;750;1500;600;300;1200;Kart;Internet  
1000035032;51;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000016536;56;CC;A;On Satis;2;562.5;1125;450;225;900;Kart;Internet  
1000016291;41;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000034926;51;CC;A;On Satis;2;337.5;675;270;135;540;Kart;Internet  
1000024700;58;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000024499;79;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000022513;31;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000020418;61;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000019420;73;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000011594;52;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000008523;47;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000007391;39;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000034727;68;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000005431;66;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000004971;41;CC;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000004549;40;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000034589;66;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000033514;47;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000033376;99;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000033121;51;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000027391;40;CC;A;On Satis;2;675;1350;540;270;1080;Kart;Internet  
1000027356;82;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000020621;47;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000016659;45;CC;A;On Satis;2;937.5;1875;750;375;1500;Kart;Internet  
1000032386;67;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000032266;76;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000032252;72;CC;A;On Satis;2;750;1500;600;300;1200;Kart;Internet  
1000032215;42;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000031770;51;CC;A;On Satis;2;562.5;1125;450;225;900;Kart;Internet  
1000031237;82;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000031102;79;CC;A;On Satis;2;337.5;675;270;135;540;Kart;Internet  
1000029987;61;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000028880;44;CC;E;Genel Satis;1;45;45;45;0;45;Kart;Internet
1000028178;61;CC;B;Genel Satis;2;562.5;1125;450;225;900;Kart;Internet
1000028111;46;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Ana Gişe
1000027761;37;CC;E;Genel Satis;1;45;45;45;0;45;Kart;Internet
1000026994;56;CC;E;Genel Satis;2;45;90;45;0;90;Kart;Internet
1000022269;49;CC;E;Genel Satis;1;45;45;45;0;45;Kart;Internet
1000021886;41;CC;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000020410;58;CC;E;Genel Satis;1;45;45;45;0;45;Kart;Internet
1000020311;49;CC;E;Genel Satis;1;45;45;45;0;45;Kart;Internet
1000020231;63;CC;E;Genel Satis;2;112.5;225;90;45;180;Kart;Internet
1000020190;55;CC;E;Genel Satis;2;112.5;225;90;45;180;Kart;Internet
1000019988;63;CC;E;Genel Satis;2;112.5;225;90;45;180;Kart;Internet
1000019708;36;CC;E;Genel Satis;1;45;45;45;0;45;Kart;Internet
1000019633;56;CC;E;Genel Satis;1;45;45;45;0;45;Kart;Internet
1000019503;45;CC;E;Genel Satis;2;112.5;225;90;45;180;Kart;Internet
1000018953;52;CC;E;Genel Satis;2;112.5;225;90;45;180;Kart;Internet
1000017953;58;CC;İ;Genel Satis;2;281.25;562.5;225;112.5;450;Kart;Internet
1000017531;52;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000017513;71;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000034972;38;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000016236;60;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000015579;58;CC;E;On Satis;1;45;45;45;0;45;Kart;Internet
1000034923;44;CC;D;On Satis;1;337.5;337.5;270;67.5;270;Kart;iPhone
1000014231;60;CC;B;Genel Satis;1;937.5;937.5;750;187.5;750;Kart;iPhone
1000013415;40;CC;D;Genel Satis;1;937.5;937.5;750;187.5;750;Kart;iPhone
1000013385;41;CC;D;On Satis;1;243.75;243.75;195;48.75;195;Kart;iPhone
1000012232;40;CC;A;On Satis;1;1312.5;1312.5;1050;262.5;1050;Kart;Çağrı Merk
1000034861;49;CC;A;On Satis;1;1125;1125;900;225;900;Kart;Çağrı Merk
1000012089;65;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Çağrı Merk
1000011872;35;CC;A;On Satis;1;675;675;540;135;540;Kart;Çağrı Merk
1000026645;71;CC;A;On Satis;1;1125;1125;900;225;900;Kart;Çağrı Merk
1000025470;58;CC;A;On Satis;1;1687.5;1687.5;1350;337.5;1350;Kart;Çağrı Merk
1000025188;42;CC;A;On Satis;1;1312.5;1312.5;1050;262.5;1050;Kart;Çağrı Merk
1000025099;41;CC;A;On Satis;1;1125;1125;900;225;900;Kart;Çağrı Merk
1000024712;57;CC;A;On Satis;1;937.5;937.5;750;187.5;750;Kart;Çağrı Merk
1000024633;35;CC;A;On Satis;1;675;675;540;135;540;Kart;Çağrı Merk
1000035169;37;CC;A;On Satis;1;1125;1125;900;225;900;Kart;Çağrı Merk
1000024168;39;CC;A;On Satis;1;1687.5;1687.5;1350;337.5;1350;Kart;Çağrı Merk
1000024038;56;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000023908;52;CC;F;On Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000023820;59;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000035134;54;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000022767;65;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000035122;56;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000022142;34;CC;F;On Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000022078;37;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000022019;65;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000021620;50;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000021064;35;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000020851;39;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000020302;40;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000019908;60;CC;D;On Satis;2;337.5;675;270;135;540;Kart;Internet
1000019879;34;CC;D;On Satis;2;337.5;675;270;135;540;Kart;Internet
1000019761;20;CC;D;On Satis;2;281.25;562.5;225;112.5;450;Kart;Internet
1000019490;39;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000035037;70;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000019409;75;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000018537;27;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000018505;63;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000018449;66;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000018288;48;CC;E;On Satis;1;45;45;45;0;45;Kart;Internet
1000018198;37;CC;A;Genel Satis;1;450;450;360;90;360;Kart;Internet  
1000018127;50;CC;A;Genel Satis;1;337.5;337.5;270;67.5;270;Kart;Internet  
1000018098;63;CC;A;Genel Satis;1;675;675;540;135;540;Kart;Internet  
1000018056;31;CC;A;Genel Satis;1;450;450;360;90;360;Kart;Internet  
1000017641;41;CC;A;Genel Satis;1;337.5;337.5;270;67.5;270;Kart;Internet  
1000017004;49;CC;A;Genel Satis;2;337.5;675;270;135;540;Kart;Internet  
1000016474;42;CC;A;Genel Satis;-1;-450;-450;-360;-90;-360;Kart;Internet  
1000015886;36;CC;A;Genel Satis;1;450;450;360;90;360;Kart;Internet  
1000015213;78;CC;A;Genel Satis;1;337.5;337.5;270;67.5;270;Kart;Internet  
1000014754;29;CC;A;Genel Satis;1;675;675;540;135;540;Kart;Internet  
1000014561;27;CC;A;Genel Satis;1;450;450;360;90;360;Kart;Internet  
1000014530;54;CC;A;Genel Satis;1;337.5;337.5;270;67.5;270;Kart;Internet  
1000014499;49;CC;A;Genel Satis;2;337.5;675;270;135;540;Kart;Internet  
1000014495;39;CC;A;Genel Satis;-1;-450;-450;-360;-90;-360;Kart;Internet  
1000034915;37;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;iPhone    
1000013908;40;CC;F;On Satis;1;37.5;37.5;7.5;30;7.5;Kart;Internet  
1000013404;84;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;iPhone    
1000012707;42;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000012393;67;CC;F;On Satis;1;37.5;37.5;7.5;30;7.5;Kart;Internet  
1000012018;32;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Internet  
1000011619;33;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;iPhone    
1000011534;59;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000011315;29;CC;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Ana Gişe  
1000011051;48;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Internet  
1000011045;74;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;iPhone    
1000011009;37;CC;F;On Satis;1;37.5;37.5;7.5;30;7.5;Kart;Internet  
1000010659;47;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;iPhone    
1000010385;47;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000010144;42;CC;F;On Satis;1;37.5;37.5;7.5;30;7.5;Kart;Internet  
1000009979;60;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;Internet  
1000009087;51;CC;F;On Satis;1;93.75;93.75;60;33.75;60;Kart;iPhone    
1000008481;32;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000008358;76;CC;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Ana Gişe  
1000007892;33;CC;E;On Satis;1;45;45;45;0;45;Kart;Internet
1000007468;33;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000007068;28;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000034720;56;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000006427;50;CC;E;On Satis;1;45;45;45;0;45;Kart;Internet
1000006050;43;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000005843;32;CC;E;On Satis;1;45;45;45;0;45;Kart;Internet
1000005766;48;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000005678;30;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000005457;55;CC;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000005050;54;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000004996;38;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000004938;64;CC;E;On Satis;1;45;45;45;0;45;Kart;Internet
1000034645;32;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000004228;30;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000034617;45;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000003947;85;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000003886;31;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000003835;35;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000003719;57;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000003563;32;CC;E;On Satis;1;45;45;45;0;45;Kart;Internet
1000003338;38;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000003279;40;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000003181;36;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000003029;47;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000002727;48;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000002372;45;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000002332;50;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000002211;52;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000001593;45;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000001564;30;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000001528;38;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000001218;35;CC;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Internet
1000000980;53;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000000752;31;CC;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Internet
1000000743;36;CC;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000000724;29;CC;A;On Satis;2;937.5;1875;750;375;1500;Nakit;Ana Gişe  
1000000654;29;CC;A;On Satis;2;1125;2250;900;450;1800;Nakit;Ana Gişe  
1000000536;33;CC;A;On Satis;2;1312.5;2625;1050;525;2100;Nakit;Ana Gişe  
1000034516;37;CC;A;On Satis;2;937.5;1875;750;375;1500;Nakit;Ana Gişe  
1000034499;37;CC;A;On Satis;2;1312.5;2625;1050;525;2100;Nakit;Ana Gişe  
1000034442;44;CC;A;On Satis;2;937.5;1875;750;375;1500;Nakit;Ana Gişe  
1000034376;24;CC;A;On Satis;2;1312.5;2625;1050;525;2100;Nakit;Ana Gişe  
1000034195;48;CC;A;On Satis;2;937.5;1875;750;375;1500;Nakit;Ana Gişe  
1000034136;48;CC;A;On Satis;2;1312.5;2625;1050;525;2100;Nakit;Ana Gişe  
1000034060;38;CC;G;Genel Satis;2;300;600;240;120;480;Kart;Internet  
1000034042;26;CC;G;Genel Satis;2;300;600;240;120;480;Kart;Internet  
1000034004;44;CC;G;Genel Satis;2;300;600;240;120;480;Kart;Internet  
1000033794;60;CC;G;Genel Satis;2;375;750;300;150;600;Kart;Internet  
1000033734;34;CC;C;On Satis;2;562.5;1125;450;225;900;Kart;Internet  
1000033515;47;CC;G;Genel Satis;2;300;600;240;120;480;Kart;Internet  
1000033337;63;CC;G;Genel Satis;2;300;600;240;120;480;Kart;Internet  
1000033183;44;CC;G;Genel Satis;2;375;750;300;150;600;Kart;Internet  
1000000135;53;CC;C;On Satis;2;562.5;1125;450;225;900;Kart;Internet  
1000032679;56;CC;G;On Satis;2;225;450;180;90;360;Kart;Internet
1000032555;50;CC;G;On Satis;2;225;450;180;90;360;Kart;Internet
1000031947;24;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000031846;49;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000031425;42;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000031172;29;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000030667;35;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000030616;39;CC;G;Genel Satis;1;225;225;180;45;180;Kart;Internet  
1000030574;37;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000030459;27;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000030443;29;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000035165;55;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000030332;25;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
1000030326;34;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000030322;47;CC;G;Genel Satis;1;300;300;240;60;240;Kart;Internet  
1000030319;29;CC;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000030206;48;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000030147;36;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000030132;61;CC;F;On Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000030076;27;CC;F;On Satis;1;37.5;37.5;37.5;0;37.5;Kart;Internet  
