Deg_Uye_iD;Deg_iD;Kart_Grubu;Uyelik_Tipi;VALiD_TO;il;iLcE;Yas;Kanal
2709;1000004516;CC;Yenileme;31.03.2017;istanbul;Kartal;44;IKSV
2798;1000004694;DD;Yenileme;31.03.2017;istanbul;uskudar;29;IKSV
2819;1000004733;DD;Yeni;31.03.2017;Uşak;Kurtulus;N/A;IKSV
2846;1000004779;CC;Yenileme;31.03.2017;istanbul;Besiktas;36;IKSV
2878;1000004842;CC;Yeni;31.03.2017;istanbul;Besiktas;74;IKSV
2921;1000004928;CC;Yeni;31.03.2017;istanbul;Besiktas;27;IKSV
2928;1000004937;CC;Yenileme;31.03.2017;istanbul;Besiktas;64;IKSV
2937;1000004961;CC;Yenileme;31.03.2017;istanbul;Pendik;27;IKSV
3255;1000005631;CC;Yeni;31.03.2017;istanbul;Kadikoy;32;Internet
3282;1000005676;CC;Yeni;31.03.2017;istanbul;Kadikoy;30;IKSV
3301;1000005729;CC;Yeni;31.03.2017;istanbul;Feneryolu;73;IKSV
3334;1000005813;CC;Yeni;31.03.2017;istanbul;Caddebostan;43;IKSV
3379;1000005947;CC;Yenileme;31.03.2017;istanbul;Beyoglu;73;IKSV
3396;1000005984;CC;Yeni;31.03.2017;istanbul;Levent;77;IKSV
3413;1000017042;CC;Yeni;31.03.2017;istanbul;Kadikoy;37;IKSV
3587;1000006351;CC;Yeni;31.03.2017;istanbul;Macka;N/A;Internet
3617;1000006392;DD;Yeni;31.03.2017;istanbul;Besiktas;25;IKSV
3850;1000006838;CC;Yeni;31.03.2017;istanbul;Atasehir;34;IKSV
3908;1000006954;CC;Yenileme;31.03.2017;istanbul;Beyoglu;36;IKSV
3964;1000007051;DD;Yenileme;31.03.2017;istanbul;umraniye;33;IKSV
4025;1000007194;CC;Yeni;31.03.2017;istanbul;Levent;36;Internet
4045;1000007246;CC;Yenileme;31.03.2017;istanbul;Tarabya;44;IKSV
4066;1000007299;DD;Yenileme;31.03.2017;istanbul;Besiktas;21;IKSV
4121;1000007415;CC;Yeni;31.03.2017;istanbul;Levent;N/A;IKSV
4288;1000007738;DD;Yenileme;31.03.2017;istanbul;Besiktas;47;IKSV
4347;1000007848;CC;Yeni;31.03.2017;istanbul;Altunizade;40;IKSV
4403;1000008008;DD;Yenileme;31.03.2017;istanbul;Karakoy;73;IKSV
4427;1000008068;CC;Yeni;31.03.2017;istanbul;sisli;N/A;Internet
4430;1000008078;CC;Yeni;31.03.2017;istanbul;sisli;53;IKSV
4455;1000008156;CC;Yenileme;31.03.2017;istanbul;Levent;50;IKSV
4471;1000008214;AA;Yenileme;31.03.2017;istanbul;Anadoluhisari;59;IKSV
4534;1000008355;CC;Yeni;31.03.2017;istanbul;Harbiye;76;IKSV
4536;1000008366;DD;Yenileme;31.03.2017;istanbul;Beylerbeyi;27;IKSV
4590;1000008510;DD;Yeni;31.03.2017;istanbul;Kucukyali;40;IKSV
4772;1000008808;CC;Yeni;31.03.2017;istanbul;Tesvikiye;53;IKSV
4817;1000008891;CC;Yeni;31.03.2017;istanbul;Levent;61;IKSV
4841;1000008944;CC;Yeni;31.03.2017;istanbul;sisli;40;IKSV
4974;1000009207;DD;Yenileme;31.03.2017;istanbul;sisli;73;IKSV
5004;1000009270;FF;Yeni;31.03.2017;istanbul;Fatih;48;Internet
5127;1000009495;DD;Yenileme;31.03.2017;istanbul;Etiler;31;IKSV
5134;1000009506;CC;Yeni;31.03.2017;istanbul;Kiziltoprak;46;IKSV
5174;1000009575;DD;Yenileme;31.03.2017;istanbul;Kadikoy;36;IKSV
5213;1000009651;CC;Yeni;31.03.2017;istanbul;sisli;46;IKSV
5215;1000009654;CC;Yeni;31.03.2017;istanbul;Besiktas;32;IKSV
5248;1000009745;CC;Yeni;31.03.2017;istanbul;Karakoy;34;IKSV
5263;1000009791;CC;Yeni;31.03.2017;istanbul;Atasehir;32;IKSV
5289;1000009851;CC;Yeni;31.03.2017;istanbul;Rumelihisarustu;61;IKSV
5408;1000010149;CC;Yenileme;31.03.2017;istanbul;Kadikoy;N/A;IKSV
5445;1000010234;CC;Yeni;31.03.2017;istanbul;Levent;43;IKSV
5508;1000010383;CC;Yenileme;31.03.2017;istanbul;umraniye;47;IKSV
5528;1000010437;CC;Yenileme;31.03.2017;istanbul;Ulus;65;IKSV
5535;1000010447;CC;Yeni;31.03.2017;istanbul;N/A;N/A;IKSV
5540;1000010465;CC;Yenileme;31.03.2017;istanbul;Maslak;77;IKSV
5819;1000011124;DD;Yenileme;31.03.2017;istanbul;Bahcelievler;80;IKSV
5821;1000011136;CC;Yeni;31.03.2017;istanbul;Eyup;51;IKSV
5824;1000011146;CC;Yeni;31.03.2017;istanbul;Sariyer;37;IKSV
5840;1000011184;CC;Yenileme;31.03.2017;istanbul;uskudar;47;IKSV
5847;1000011204;CC;Yeni;31.03.2017;istanbul;Sariyer;58;IKSV
5848;1000011213;CC;Yeni;31.03.2017;Ankara;cankaya;57;IKSV
5868;1000011274;DD;Yeni;31.03.2017;istanbul;Bakirkoy;29;IKSV
5875;1000011295;CC;Yeni;31.03.2017;istanbul;Kadikoy;31;IKSV
6022;1000011572;DD;Yeni;31.03.2017;istanbul;sisli;27;IKSV
6052;1000011652;CC;Yeni;31.03.2017;istanbul;Beykoz;26;IKSV
6073;1000011707;CC;Yeni;31.03.2017;istanbul;sisli;30;IKSV
6107;1000011785;BB;Yenileme;31.03.2017;istanbul;Caddebostan;56;IKSV
6138;1000011842;CC;Yeni;31.03.2017;istanbul;Gungoren;29;Internet
6165;1000011902;CC;Yenileme;31.03.2017;istanbul;Etiler;38;IKSV
6166;1000011911;BB;Kat. Yükseltme;31.03.2017;istanbul;sisli;86;IKSV
6167;1000011919;CC;Yenileme;31.03.2017;istanbul;Kadikoy;58;IKSV
6240;1000012078;DD;Yeni;31.03.2017;istanbul;Besiktas;27;IKSV
6263;1000012160;CC;Yeni;31.03.2017;istanbul;Besiktas;82;IKSV
6270;1000012175;DD;Yeni;31.03.2017;N/A;N/A;71;IKSV
6289;1000012216;CC;Yenileme;31.03.2017;istanbul;Besiktas;38;IKSV
6380;1000012466;BB;Yenileme;31.03.2017;istanbul;Caddebostan;56;IKSV
6402;1000012534;CC;Yenileme;31.03.2017;istanbul;Ulus;70;IKSV
6422;1000012600;CC;Yeni;31.03.2017;istanbul;Tophane;41;IKSV
6426;1000012610;CC;Yenileme;31.03.2017;istanbul;Tesvikiye;34;IKSV
6447;1000012664;CC;Yenileme;31.03.2017;istanbul;Besiktas;65;IKSV
6450;1000012672;CC;Yeni;31.03.2017;istanbul;umraniye;48;IKSV
6523;1000012881;CC;Yeni;31.03.2017;istanbul;Akatlar;47;Internet
6580;1000013034;CC;Yeni;31.03.2017;istanbul;Beyoglu;29;IKSV
6581;1000013037;CC;Yeni;31.03.2017;istanbul;Kadikoy;35;Internet
6662;1000013288;CC;Yeni;31.03.2017;istanbul;Tesvikiye;54;Internet
6699;1000013377;FF;Yeni;31.03.2017;istanbul;Pangalti;36;Internet
6705;1000013401;CC;Yeni;31.03.2017;istanbul;Tesvikiye;84;IKSV
6707;1000013407;CC;Yeni;31.03.2017;istanbul;Bakirkoy;43;IKSV
6740;1000013504;CC;Yeni;31.03.2017;istanbul;Besiktas;77;IKSV
6767;1000013627;CC;Yeni;31.03.2017;istanbul;Sariyer;66;IKSV
6769;1000013638;CC;Yeni;31.03.2017;istanbul;Sariyer;71;IKSV
6777;1000013655;CC;Yeni;31.03.2017;istanbul;Beyoglu;29;Internet
6788;1000013689;DD;Yenileme;31.03.2017;istanbul;uskudar;54;IKSV
6798;1000013730;CC;Yenileme;31.03.2017;istanbul;Bostanci;44;IKSV
6824;1000013791;CC;Yeni;31.03.2017;istanbul;Atasehir;39;IKSV
6893;1000014029;BB;Yenileme;31.03.2017;istanbul;Fenerbahce;71;IKSV
7086;1000014548;CC;Yeni;31.03.2017;istanbul;Kadikoy;40;IKSV
7104;1000014617;CC;Yeni;31.03.2017;istanbul;Besiktas;70;IKSV
7156;1000014764;CC;Yeni;31.03.2017;istanbul;Atasehir;46;IKSV
7179;1000014836;CC;Yeni;31.03.2017;izmir;Alsancak;37;Internet
7184;1000014843;CC;Yeni;31.03.2017;istanbul;Kadikoy;38;Internet
7198;1000014894;BB;Kat. Yükseltme;31.03.2017;istanbul;Zeytinburnu;59;IKSV
7278;1000015176;CC;Yeni;31.03.2017;istanbul;Bebek;70;Cagri Merkezi
7339;1000015410;BB;Yenileme;31.03.2017;istanbul;Zincirlikuyu;49;IKSV
7362;1000015480;BB;Yenileme;31.03.2017;istanbul;Tesvikiye;54;IKSV
7398;1000015612;CC;Yenileme;31.03.2017;istanbul;Eyup;46;IKSV
7413;1000015655;CC;Yenileme;31.03.2017;istanbul;Kemerburgaz;55;IKSV
7426;1000015705;CC;Yeni;31.03.2017;istanbul;Levent;29;Internet
7473;1000015843;CC;Yeni;31.03.2017;Sakarya;Sapanca;N/A;IKSV
7514;1000015971;DD;Yenileme;31.03.2017;istanbul;Bayrampasa;29;IKSV
7526;1000016013;CC;Yenileme;31.03.2017;istanbul;Pendik;35;IKSV
7555;1000016125;BB;Yenileme;31.03.2017;istanbul;Besiktas;53;IKSV
7593;1000016248;BB;Kat. Yükseltme;31.03.2017;istanbul;Maslak;46;IKSV
7627;1000016352;CC;Yenileme;31.03.2017;istanbul;N/A;52;IKSV
7744;1000016710;CC;Yeni;31.03.2017;istanbul;Kadikoy;38;IKSV
7823;1000016963;CC;Yeni;31.03.2017;istanbul;Kadikoy;49;Internet
7838;1000017018;CC;Yeni;31.03.2017;istanbul;Kadikoy;34;IKSV
7842;1000017035;CC;Yeni;31.03.2017;istanbul;Kartal;30;IKSV
7843;1000017040;CC;Yenileme;31.03.2017;istanbul;Besiktas;37;IKSV
7960;1000017437;CC;Yeni;31.03.2017;istanbul;Atasehir;32;IKSV
7985;1000017542;CC;Yenileme;31.03.2017;istanbul;Besiktas;64;IKSV
7998;1000017589;AA;Yenileme;31.03.2017;istanbul;cengelkoy;63;IKSV
8009;1000017628;BB;Yenileme;31.03.2017;istanbul;Tuzla;51;IKSV
8039;1000017751;CC;Yeni;31.03.2017;istanbul;icerenkoy;37;Internet
8072;1000017876;DD;Yeni;31.03.2017;istanbul;Yesilyurt;69;IKSV
8103;1000017958;FF;Yeni;31.03.2017;istanbul;Besiktas;N/A;IKSV
8134;1000018021;CC;Kat. Yükseltme;31.03.2017;istanbul;Etiler;40;IKSV
8141;1000018054;CC;Yeni;31.03.2017;istanbul;Beyoglu;31;IKSV
8221;1000018260;CC;Yenileme;31.03.2017;istanbul;Sariyer;46;IKSV
8234;1000018284;CC;Yeni;31.03.2017;Kocaeli;cayirova;32;Internet
8287;1000018485;CC;Yeni;31.03.2017;Muğla;N/A;53;IKSV
8337;1000018660;CC;Yeni;31.03.2017;istanbul;Kadikoy;45;IKSV
8414;1000018879;CC;Yeni;31.03.2017;istanbul;Eyup;20;Internet
8458;1000019024;CC;Yeni;31.03.2017;istanbul;Beyoglu;48;IKSV
8499;1000019145;CC;Yeni;31.03.2017;istanbul;Atasehir;35;Internet
8507;1000019178;CC;Yenileme;31.03.2017;istanbul;Besiktas;51;IKSV
8517;1000019212;CC;Yeni;31.03.2017;istanbul;Beyoglu;40;IKSV
8545;1000019291;CC;Yenileme;31.03.2017;istanbul;Suadiye;50;IKSV
8569;1000019381;CC;Yeni;31.03.2017;istanbul;Bakirkoy;47;IKSV
8717;1000019891;CC;Yeni;31.03.2017;istanbul;sisli;36;IKSV
8723;1000019922;AA;Kat. Yükseltme;31.03.2017;istanbul;uskudar;55;IKSV
8725;1000019927;DD;Yeni;31.03.2017;istanbul;Beyoglu;77;IKSV
8732;1000019944;CC;Yeni;31.03.2017;istanbul;Eyup;39;Internet
8755;1000020021;BB;Yenileme;31.03.2017;istanbul;ikitelli;41;IKSV
8762;1000020043;CC;Yeni;31.03.2017;istanbul;Nisantasi;74;IKSV
8767;1000020056;CC;Yenileme;31.03.2017;istanbul;Besiktas;57;IKSV
8817;1000020218;CC;Yenileme;31.03.2017;istanbul;sisli;39;IKSV
8819;1000020223;CC;Yeni;31.03.2017;istanbul;Harbiye;56;IKSV
8822;1000020237;BB;Yenileme;31.03.2017;istanbul;Nisantasi;42;IKSV
8840;1000020298;CC;Yeni;31.03.2017;istanbul;Nisantasi;84;IKSV
8842;1000020305;CC;Yeni;31.03.2017;istanbul;Beyoglu;39;IKSV
8873;1000020433;DD;Yenileme;31.03.2017;istanbul;Levent;82;IKSV
8953;1000020646;CC;Yeni;31.03.2017;Sakarya;Sapanca;35;IKSV
8981;1000020723;CC;Yeni;31.03.2017;istanbul;sisli;32;IKSV
9003;1000020810;CC;Yenileme;31.03.2017;istanbul;Yesilyurt;68;IKSV
9042;1000020917;CC;Yenileme;31.03.2017;istanbul;Kosuyolu;43;IKSV
9057;1000020959;CC;Yeni;31.03.2017;istanbul;Besiktas;30;IKSV
9084;1000021044;CC;Yeni;31.03.2017;istanbul;Atasehir;31;IKSV
9086;1000021053;CC;Yeni;31.03.2017;istanbul;sisli;46;IKSV
9111;1000021151;CC;Yenileme;31.03.2017;istanbul;Besiktas;40;IKSV
9151;1000021279;CC;Yeni;31.03.2017;istanbul;Kadikoy;73;IKSV
9164;1000021328;CC;Yenileme;31.03.2017;istanbul;sehremini;54;IKSV
9217;1000021506;BB;Yenileme;31.03.2017;istanbul;Etiler;54;IKSV
9228;1000021540;CC;Yeni;31.03.2017;istanbul;Besiktas;40;IKSV
9257;1000035094;CC;Yeni;31.03.2017;istanbul;Atasehir;57;N/A
9273;1000021682;CC;Yenileme;31.03.2017;istanbul;Buyukcekmece;62;IKSV
9295;1000021771;AA;Yenileme;31.03.2017;istanbul;sisli;65;IKSV
9373;1000022050;AA;Kat. Yükseltme;31.03.2017;Ankara;Etimesgut;63;IKSV
9378;1000022060;AA;Yeni;31.03.2017;istanbul;Bebek;60;IKSV
9395;1000022108;BB;Yenileme;31.03.2017;istanbul;Etiler;47;IKSV
9397;1000022125;CC;Yeni;31.03.2017;istanbul;Fenerbahce;44;IKSV
9416;1000022196;BB;Yenileme;31.03.2017;istanbul;Etiler;70;IKSV
9419;1000022202;CC;Yenileme;31.03.2017;istanbul;sisli;71;IKSV
9441;1000022283;CC;Yeni;31.03.2017;istanbul;Gokturk;50;IKSV
9490;1000022440;CC;Yeni;31.03.2017;istanbul;Fatih;61;IKSV
9545;1000022612;CC;Yeni;31.03.2017;istanbul;Bebek;36;IKSV
9547;1000022622;BB;Yenileme;31.03.2017;istanbul;Eyup;37;IKSV
9556;1000022638;CC;Yeni;31.03.2017;istanbul;Tuzla;35;Internet
9588;1000022735;CC;Yenileme;31.03.2017;istanbul;Sancaktepe;41;IKSV
9650;1000022915;CC;Yeni;31.03.2017;istanbul;Resitpasa;34;IKSV
9794;1000023378;CC;Yenileme;31.03.2017;istanbul;Levent;37;IKSV
9847;1000023541;AA;Yenileme;31.03.2017;istanbul;N/A;86;IKSV
9858;1000023597;CC;Yeni;31.03.2017;istanbul;Mecidiyekoy;52;IKSV
9909;1000023779;CC;Yeni;31.03.2017;istanbul;Besiktas;51;IKSV
9935;1000023856;CC;Yenileme;31.03.2017;istanbul;Macka;46;IKSV
9959;1000023915;CC;Yeni;31.03.2017;istanbul;sisli;32;IKSV
9996;1000024036;CC;Yeni;31.03.2017;istanbul;N/A;56;IKSV
10000;1000024053;CC;Yeni;31.03.2017;istanbul;Rumelihisari;44;IKSV
10012;1000024082;CC;Yenileme;31.03.2017;istanbul;Etiler;42;IKSV
10037;1000024181;CC;Yeni;31.03.2017;istanbul;Zincirlikuyu;65;Internet
10038;1000024187;CC;Yenileme;31.03.2017;istanbul;Atasehir;51;IKSV
10059;1000024254;CC;Yeni;31.03.2017;istanbul;Kandilli;37;IKSV
10064;1000024261;CC;Yeni;31.03.2017;istanbul;icerenkoy;35;IKSV
10087;1000024364;CC;Yeni;31.03.2017;istanbul;Besiktas;53;IKSV
10104;1000024422;BB;Yenileme;31.03.2017;istanbul;Besiktas;72;IKSV
10113;1000024461;CC;Yeni;31.03.2017;istanbul;Gungoren;61;IKSV
10148;1000024565;AA;Yenileme;31.03.2017;istanbul;Kagithane;59;IKSV
10169;1000024636;CC;Yeni;31.03.2017;Ankara;Emek;58;IKSV
10179;1000024676;BB;Yenileme;31.03.2017;istanbul;Bebek;80;IKSV
10184;1000024691;CC;Yeni;31.03.2017;istanbul;Beyoglu;36;IKSV
10186;1000024697;CC;Yeni;31.03.2017;istanbul;Beykoz;58;IKSV
10401;1000025089;CC;Yeni;31.03.2017;istanbul;sisli;27;IKSV
10424;1000025153;CC;Yenileme;31.03.2017;istanbul;Yesilkoy;44;IKSV
10426;1000025162;CC;Yeni;31.03.2017;istanbul;Kartal;37;IKSV
10723;1000025615;BB;Yeni;31.03.2017;istanbul;Sariyer;56;IKSV
10756;1000025670;BB;Yenileme;31.03.2017;istanbul;Bostanci;55;IKSV
10790;1000025724;CC;Yenileme;31.03.2017;istanbul;Sariyer;44;IKSV
10812;1000025764;BB;Yenileme;31.03.2017;istanbul;Sariyer;66;IKSV
11036;1000026051;CC;Yeni;31.03.2017;istanbul;Avcilar;70;IKSV
11116;1000026177;BB;Yenileme;31.03.2017;istanbul;Beykoz;65;IKSV
11188;1000026282;CC;Yeni;31.03.2017;istanbul;Besiktas;58;IKSV
11193;1000026298;CC;Yeni;31.03.2017;istanbul;Atasehir;27;IKSV
11589;1000026956;CC;Yeni;31.03.2017;Kocaeli;Gebze;43;IKSV
11609;1000027014;CC;Yeni;31.03.2017;istanbul;Sariyer;58;IKSV
11865;1000027353;BB;Yenileme;31.03.2017;istanbul;Besiktas;82;IKSV
12430;1000028138;CC;Yenileme;31.03.2017;istanbul;Beykoz;66;IKSV
14263;1000031208;BB;Yenileme;31.03.2017;istanbul;Levent;84;IKSV
14264;1000031218;CC;Yenileme;31.03.2017;istanbul;Nisantasi;88;IKSV
14836;1000032279;BB;Yeni;31.03.2017;istanbul;N/A;50;IKSV
14876;1000032413;CC;Yeni;31.03.2017;istanbul;Erenkoy;44;IKSV
14913;1000032598;CC;Yeni;31.03.2017;istanbul;Asmalimescit;58;IKSV
15365;1000033188;CC;Yeni;31.03.2017;istanbul;Kagithane;55;IKSV
N/A 8;1000018505;CC;Yeni;31.03.2017;istanbul;Macka;63;IKSV
1928;1000003067;CC;Expired;7.04.2017;istanbul;N/A;50;Internet
748;1000001189;FF;Yeni;30.04.2017;istanbul;Tesvikiye;31;IKSV
749;1000001190;DD;Yeni;30.04.2017;istanbul;umraniye;27;IKSV
750;1000001191;CC;Yeni;30.04.2017;istanbul;Tesvikiye;36;IKSV
751;1000001193;DD;Yeni;30.04.2017;istanbul;Bahcelievler;26;IKSV
752;1000001194;DD;Yeni;30.04.2017;istanbul;cekmekoy;25;IKSV
753;1000001195;DD;Yeni;30.04.2017;istanbul;umraniye;23;IKSV
754;1000001196;DD;Yeni;30.04.2017;N/A;N/A;24;IKSV
755;1000001197;DD;Yeni;30.04.2017;istanbul;Kadikoy;23;IKSV
756;1000001198;DD;Yeni;30.04.2017;istanbul;Kartal;28;IKSV
757;1000001199;DD;Yeni;30.04.2017;istanbul;cekmekoy;24;IKSV
758;1000001200;DD;Yeni;30.04.2017;istanbul;Besiktas;26;IKSV
759;1000001201;DD;Yeni;30.04.2017;istanbul;Atasehir;29;IKSV
760;1000001202;DD;Yeni;30.04.2017;istanbul;Besiktas;22;IKSV
761;1000001203;DD;Yeni;30.04.2017;istanbul;Besiktas;25;IKSV
762;1000001205;CC;Yeni;30.04.2017;istanbul;N/A;28;IKSV
763;1000001209;CC;Yeni;30.04.2017;istanbul;N/A;29;IKSV
764;1000001210;CC;Yeni;30.04.2017;istanbul;N/A;28;IKSV
765;1000001211;CC;Yeni;30.04.2017;istanbul;N/A;21;IKSV
766;1000001212;CC;Yeni;30.04.2017;istanbul;N/A;33;IKSV
767;1000001215;CC;Yeni;30.04.2017;istanbul;N/A;38;IKSV
768;1000001216;CC;Yeni;30.04.2017;istanbul;sishane;35;IKSV
773;1000001224;CC;Yeni;30.04.2017;istanbul;Levent;37;IKSV
774;1000001225;BB;Yeni;30.04.2017;istanbul;Bomonti;48;IKSV
775;1000001227;CC;Yeni;30.04.2017;istanbul;Besiktas;31;IKSV
778;1000001234;DD;Yeni;30.04.2017;istanbul;Kadikoy;79;IKSV
779;1000001237;BB;Yeni;30.04.2017;istanbul;Beyoglu;64;IKSV
780;1000001238;BB;Yeni;30.04.2017;istanbul;Beyoglu;64;IKSV
781;1000001240;FF;Yeni;30.04.2017;istanbul;N/A;43;IKSV
782;1000001241;FF;Yeni;30.04.2017;istanbul;Pendik;35;IKSV
783;1000001242;FF;Yeni;30.04.2017;istanbul;uskudar;34;IKSV
784;1000001244;FF;Yeni;30.04.2017;istanbul;Kadikoy;37;IKSV
785;1000001245;DD;Yeni;30.04.2017;istanbul;Yenikoy;89;IKSV
786;1000001246;FF;Yeni;30.04.2017;istanbul;sisli;29;IKSV
787;1000001248;FF;Yeni;30.04.2017;istanbul;Besiktas;61;IKSV
788;1000001249;DD;Yeni;30.04.2017;N/A;N/A;27;IKSV
789;1000001250;FF;Yeni;30.04.2017;istanbul;Kadikoy;81;IKSV
791;1000001252;DD;Yeni;30.04.2017;istanbul;Fatih;29;IKSV
792;1000001253;FF;Yeni;30.04.2017;istanbul;Beyoglu;40;IKSV
793;1000001254;FF;Yeni;30.04.2017;istanbul;umraniye;N/A;Internet
794;1000001255;FF;Yeni;30.04.2017;istanbul;Fatih;29;IKSV
795;1000001256;FF;Yeni;30.04.2017;istanbul;Bagcilar;26;IKSV
796;1000001257;DD;Yeni;30.04.2017;istanbul;Fatih;71;IKSV
797;1000001259;CC;Yeni;30.04.2017;istanbul;Sariyer;49;IKSV
798;1000001262;CC;Yeni;30.04.2017;istanbul;Gayrettepe;32;IKSV
799;1000001265;DD;Yeni;30.04.2017;istanbul;Besiktas;24;IKSV
800;1000001266;DD;Yeni;30.04.2017;istanbul;Kadikoy;27;IKSV
801;1000001268;FF;Yeni;30.04.2017;istanbul;Kagithane;34;IKSV
802;1000001270;FF;Yeni;30.04.2017;istanbul;umraniye;48;IKSV
803;1000001271;FF;Yeni;30.04.2017;istanbul;Sariyer;52;IKSV
804;1000001272;CC;Kat. İndirme;30.04.2017;istanbul;Besiktas;35;IKSV
805;1000001275;DD;Yeni;30.04.2017;istanbul;Kadikoy;25;IKSV
806;1000001276;FF;Yeni;30.04.2017;istanbul;N/A;35;IKSV
806;1000001385;FF;Yeni;30.04.2017;istanbul;N/A;35;IKSV
807;1000001277;FF;Yeni;30.04.2017;istanbul;N/A;31;IKSV
808;1000001278;CC;Yeni;30.04.2017;istanbul;Bebek;66;IKSV
809;1000001280;FF;Yeni;30.04.2017;istanbul;Kadikoy;35;IKSV
810;1000001281;FF;Yeni;30.04.2017;istanbul;uskudar;57;IKSV
811;1000001282;BB;Yeni;30.04.2017;istanbul;Beyoglu;60;IKSV
812;1000001283;FF;Yeni;30.04.2017;istanbul;Levent;62;IKSV
813;1000001284;FF;Yeni;30.04.2017;Kocaeli;Korfez;62;IKSV
814;1000001285;CC;Yeni;30.04.2017;istanbul;sishane;31;IKSV
815;1000001289;FF;Yeni;30.04.2017;N/A;N/A;34;IKSV
816;1000001290;FF;Yeni;30.04.2017;Bedburg-Hau;N/A;N/A;Internet
817;1000001291;DD;Yeni;30.04.2017;istanbul;Besiktas;27;IKSV
818;1000001292;FF;Yeni;30.04.2017;istanbul;uskudar;65;IKSV
819;1000001295;CC;Yeni;30.04.2017;istanbul;N/A;31;IKSV
820;1000001296;CC;Yeni;30.04.2017;istanbul;Unkapani;42;IKSV
821;1000001297;CC;Yeni;30.04.2017;istanbul;Levent;44;IKSV
822;1000001298;CC;Yeni;30.04.2017;istanbul;sisli;42;IKSV
823;1000001299;CC;Yeni;30.04.2017;istanbul;Levent;38;IKSV
824;1000001300;CC;Yeni;30.04.2017;istanbul;Kucukyali;45;IKSV
825;1000001301;CC;Yeni;30.04.2017;istanbul;Besiktas;40;IKSV
826;1000001302;CC;Yeni;30.04.2017;istanbul;Nisantasi;48;IKSV
827;1000001303;CC;Yeni;30.04.2017;istanbul;Besiktas;33;IKSV
828;1000001304;CC;Yeni;30.04.2017;istanbul;sisli;34;IKSV
829;1000001305;CC;Yeni;30.04.2017;istanbul;N/A;31;IKSV
830;1000001306;CC;Yeni;30.04.2017;istanbul;sisli;43;IKSV
831;1000001307;CC;Yeni;30.04.2017;istanbul;sisli;31;IKSV
832;1000001308;CC;Yeni;30.04.2017;istanbul;Besiktas;34;IKSV
833;1000001309;CC;Yeni;30.04.2017;istanbul;sisli;37;IKSV
834;1000001310;CC;Yeni;30.04.2017;istanbul;Levent;52;IKSV
835;1000001311;CC;Yeni;30.04.2017;istanbul;sisli;40;IKSV
836;1000001312;CC;Yeni;30.04.2017;istanbul;Avcilar;66;IKSV
837;1000001314;DD;Yeni;30.04.2017;istanbul;Kadikoy;25;IKSV
838;1000001315;CC;Yeni;30.04.2017;istanbul;Levent;38;IKSV
839;1000001316;FF;Yeni;30.04.2017;istanbul;Besiktas;48;IKSV
840;1000001317;DD;Yeni;30.04.2017;istanbul;Levent;22;IKSV
841;1000001318;CC;Yeni;30.04.2017;istanbul;Eyup;54;IKSV
843;1000001322;CC;Yeni;30.04.2017;istanbul;Veliefendi;39;IKSV
844;1000001326;FF;Yeni;30.04.2017;istanbul;Suadiye;31;IKSV
845;1000001327;DD;Yeni;30.04.2017;istanbul;Atasehir;22;IKSV
846;1000001328;FF;Yeni;30.04.2017;istanbul;Kadikoy;37;IKSV
847;1000001332;DD;Yeni;30.04.2017;istanbul;Erenkoy;70;IKSV
848;1000001333;FF;Yeni;30.04.2017;istanbul;Kadikoy;41;IKSV
849;1000001334;FF;Yeni;30.04.2017;istanbul;Kadikoy;31;IKSV
850;1000001335;FF;Yeni;30.04.2017;istanbul;Kozyatagi;52;IKSV
851;1000001336;CC;Yeni;30.04.2017;istanbul;Esenler;42;IKSV
852;1000001337;FF;Yeni;30.04.2017;istanbul;Fatih;30;IKSV
853;1000001338;DD;Yeni;30.04.2017;istanbul;Beylikduzu;27;IKSV
854;1000001341;FF;Yeni;30.04.2017;istanbul;Avcilar;31;IKSV
855;1000001342;FF;Yeni;30.04.2017;N/A;N/A;47;IKSV
856;1000001343;FF;Yeni;30.04.2017;istanbul;Tuzla;23;IKSV
857;1000001344;FF;Yeni;30.04.2017;istanbul;Kadikoy;50;IKSV
858;1000001345;FF;Yeni;30.04.2017;istanbul;Sariyer;29;IKSV
859;1000001346;CC;Yeni;30.04.2017;istanbul;Fatih;43;IKSV
860;1000001348;CC;Yeni;30.04.2017;istanbul;Etiler;54;IKSV
861;1000001352;FF;Yeni;30.04.2017;istanbul;Levent;64;IKSV
862;1000001353;FF;Yeni;30.04.2017;istanbul;Yesilkoy;36;IKSV
863;1000001354;FF;Yeni;30.04.2017;istanbul;Maltepe;51;IKSV
864;1000001355;FF;Yeni;30.04.2017;istanbul;Bahcelievler;37;IKSV
865;1000001356;FF;Yeni;30.04.2017;istanbul;Sariyer;22;IKSV
866;1000001357;FF;Yeni;30.04.2017;istanbul;umraniye;40;IKSV
867;1000001359;FF;Yeni;30.04.2017;istanbul;Kadikoy;37;IKSV
868;1000001360;FF;Yeni;30.04.2017;istanbul;umraniye;38;IKSV
869;1000001361;FF;Yeni;30.04.2017;istanbul;Atasehir;33;IKSV
870;1000001362;FF;Yeni;30.04.2017;istanbul;Fatih;26;IKSV
871;1000001363;FF;Yeni;30.04.2017;istanbul;Besiktas;30;IKSV
872;1000001364;FF;Yeni;30.04.2017;istanbul;Besiktas;49;IKSV
